id,row,col,building_type,norm,alive_percent,resilience
1210,33,22,residential,0.0,31.1111,0.27452
1211,33,23,residential,0.0,31.3889,0.278732
1212,33,24,residential,0.0,25.6944,0.219026
1213,33,25,residential,0.0,29.5833,0.258858
1214,33,26,residential,0.0,27.3611,0.232871
1215,33,27,residential,0.0,29.3056,0.256187
1216,33,28,residential,0.0,22.3611,0.177337
1217,33,29,residential,0.0,24.1667,0.202415
1218,33,30,residential,0.0,30.8333,0.273022
1219,33,31,residential,0.0,45.8333,0.434286
1220,33,32,residential,0.0,30.0,0.263768
1221,33,33,residential,0.0,36.9444,0.339573
1222,33,34,residential,0.0,28.8889,0.252776
1223,33,35,residential,0.0,27.6389,0.23882
1224,34,0,residential,0.0,30.2778,0.262719
1225,34,1,residential,0.0,33.1944,0.300159
1226,34,2,residential,0.0,29.0278,0.251461
1227,34,3,residential,0.0,31.25,0.279891
1228,34,4,residential,0.0,25.0,0.209986
1229,34,5,residential,0.0,35.2778,0.321904
1230,34,6,residential,0.0,31.25,0.279702
1231,34,7,residential,0.0,32.2222,0.289255
1232,34,8,residential,0.0,35.9722,0.332532
1233,34,9,residential,0.0,30.4167,0.269475
1234,34,10,residential,0.0,32.6389,0.291719
1235,34,11,residential,0.0,33.0556,0.29601
1236,34,12,residential,0.0,33.3333,0.299517
1237,34,13,residential,0.0,36.5278,0.33497
1238,34,14,residential,0.0,29.8611,0.258958
1239,34,15,residential,0.0,25.2778,0.20976
1240,34,16,residential,0.0,29.7222,0.26019
1241,34,17,residential,0.0,27.5,0.235034
1242,34,18,residential,0.0,28.4722,0.245946
1243,34,19,residential,0.0,25.6944,0.21619
1244,34,20,residential,0.0,25.6944,0.215693
1245,34,21,residential,0.0,30.0,0.264418
1246,34,22,residential,0.0,27.3611,0.236287
1247,34,23,residential,0.0,44.5833,0.420302
1248,34,24,residential,0.0,22.6389,0.182669
1249,34,25,residential,0.0,35.8333,0.328573
1250,34,26,residential,0.0,31.25,0.279809
1251,34,27,residential,0.0,33.4722,0.30077
1252,34,28,residential,0.0,31.3889,0.284232
1253,34,29,residential,0.0,31.9444,0.286963
1254,34,30,residential,0.0,29.3056,0.260058
1255,34,31,residential,0.0,33.75,0.307999
1256,34,32,residential,0.0,39.1667,0.365692
1257,34,33,residential,0.0,24.5833,0.200432
1258,34,34,residential,0.0,32.2222,0.290522
1259,34,35,residential,0.0,37.9167,0.353527
1260,35,0,residential,0.0,26.3889,0.224244
1261,35,1,residential,0.0,95.6944,0.928116
1262,35,2,residential,0.0,31.8056,0.284655
1263,35,3,residential,0.0,30.8333,0.272526
1264,35,4,residential,0.0,27.2222,0.231582
1265,35,5,residential,0.0,26.9444,0.229155
1266,35,6,residential,0.0,30.1389,0.264833
1267,35,7,residential,0.0,35.1389,0.319259
1268,35,8,residential,0.0,25.0,0.208835
1269,35,9,residential,0.0,29.1667,0.257059
1270,35,10,residential,0.0,33.0556,0.299632
1271,35,11,residential,0.0,27.9167,0.244194
1272,35,12,residential,0.0,30.0,0.26259
1273,35,13,residential,0.0,36.3889,0.334991
1274,35,14,residential,0.0,25.1389,0.21164
1275,35,15,residential,0.0,31.5278,0.283428
1276,35,16,residential,0.0,25.6944,0.214342
1277,35,17,residential,0.0,28.0556,0.243529
1278,35,18,residential,0.0,29.4444,0.25907
1279,35,19,residential,0.0,30.5556,0.268348
1280,35,20,residential,0.0,30.5556,0.267951
1281,35,21,residential,0.0,28.3333,0.242923
1282,35,22,residential,0.0,28.75,0.24971
1283,35,23,residential,0.0,34.0278,0.30889
1284,35,24,residential,0.0,32.0833,0.289112
1285,35,25,residential,0.0,31.1111,0.28053
1286,35,26,residential,0.0,35.6944,0.326655
1287,35,27,residential,0.0,30.2778,0.263823
1288,35,28,residential,0.0,30.5556,0.265655
1289,35,29,residential,0.0,30.8333,0.274284
1290,35,30,residential,0.0,31.1111,0.276902
1291,35,31,residential,0.0,37.9167,0.352282
1292,35,32,residential,0.0,35.0,0.317603
1293,35,33,residential,0.0,21.9444,0.165332
1294,35,34,residential,0.0,33.4722,0.303627
1295,35,35,residential,0.0,24.0278,0.198522
