id,row,col,alive_percent,resilience
595,16,19,96.9444,0.963992
596,16,20,96.9444,0.963992
597,16,21,81.5278,0.78088
598,16,22,47.7778,0.366471
599,16,23,98.8889,0.984739
600,16,24,99.0278,0.989949
601,16,25,70.9722,0.6151
602,16,26,97.5,0.972855
603,16,27,50.0,0.387617
604,16,28,98.8889,0.984739
605,16,29,98.3333,0.980724
606,16,30,99.0278,0.990278
607,16,31,44.4444,0.292415
608,16,32,99.0278,0.989172
609,16,33,99.0278,0.98993
610,16,34,79.5833,0.730259
611,16,35,45.0,0.339953
612,17,0,45.9722,0.357938
613,17,1,94.3056,0.93572
614,17,2,94.3056,0.93572
615,17,3,89.8611,0.879311
616,17,4,89.8611,0.879311
617,17,5,89.4444,0.864816
618,17,6,89.8611,0.879311
619,17,7,99.0278,0.988905
620,17,8,99.0278,0.989007
621,17,9,94.3056,0.93572
622,17,10,89.8611,0.879311
623,17,11,82.5,0.786533
624,17,12,74.3056,0.706459
625,17,13,94.3056,0.93572
626,17,14,92.9167,0.915773
627,17,15,89.8611,0.879311
628,17,16,99.0278,0.988905
629,17,17,96.9444,0.963992
630,17,18,96.9444,0.963992
631,17,19,96.9444,0.963992
632,17,20,96.9444,0.963992
633,17,21,41.6667,0.283501
634,17,22,97.5,0.972855
635,17,23,99.0278,0.989949
636,17,24,99.0278,0.989375
637,17,25,97.5,0.972855
638,17,26,97.5,0.972855
639,17,27,97.5,0.972855
640,17,28,88.4722,0.857485
641,17,29,65.4167,0.584744
642,17,30,50.9722,0.398141
643,17,31,99.0278,0.987919
644,17,32,74.3056,0.706459
645,17,33,52.7778,0.448929
646,17,34,98.0556,0.977523
647,17,35,96.9444,0.963992
648,18,0,99.0278,0.98903
649,18,1,89.4444,0.864816
650,18,2,89.8611,0.879311
651,18,3,89.8611,0.879311
652,18,4,89.8611,0.879311
653,18,5,89.8611,0.879311
654,18,6,89.4444,0.864816
655,18,7,89.8611,0.879311
656,18,8,93.3333,0.909433
657,18,9,89.8611,0.879311
658,18,10,99.0278,0.989007
659,18,11,96.5278,0.952669
660,18,12,89.8611,0.879311
661,18,13,89.8611,0.879311
662,18,14,89.8611,0.879311
663,18,15,94.3056,0.93572
664,18,16,89.8611,0.879311
665,18,17,99.0278,0.988779
666,18,18,96.9444,0.963992
667,18,19,93.4722,0.914839
668,18,20,96.9444,0.963992
669,18,21,99.0278,0.989192
670,18,22,97.5,0.972855
671,18,23,97.5,0.972855
672,18,24,98.3333,0.979713
673,18,25,46.6667,0.364214
674,18,26,97.5,0.972855
675,18,27,46.6667,0.364214
676,18,28,99.0278,0.989949
677,18,29,89.8611,0.879311
678,18,30,89.8611,0.879311
679,18,31,45.0,0.32284
680,18,32,89.8611,0.879311
681,18,33,59.3056,0.492174
682,18,34,96.5278,0.952669
683,18,35,50.9722,0.398141
684,19,0,94.3056,0.93572
685,19,1,89.8611,0.879311
686,19,2,89.8611,0.879311
687,19,3,99.0278,0.988905
688,19,4,89.8611,0.879311
689,19,5,89.8611,0.879311
690,19,6,89.8611,0.879311
691,19,7,89.8611,0.879311
692,19,8,89.8611,0.879311
693,19,9,89.8611,0.879311
694,19,10,89.8611,0.879311
695,19,11,99.0278,0.988905
696,19,12,89.8611,0.879311
697,19,13,89.8611,0.879311
698,19,14,89.8611,0.879311
699,19,15,89.5833,0.868077
700,19,16,96.9444,0.963992
701,19,17,99.0278,0.987919
702,19,18,99.0278,0.987919
703,19,19,99.0278,0.988779
704,19,20,96.9444,0.963992
705,19,21,66.6667,0.599453
706,19,22,96.3889,0.949784
707,19,23,99.0278,0.989949
708,19,24,86.5278,0.833774
709,19,25,97.9167,0.976742
710,19,26,99.0278,0.989121
711,19,27,97.5,0.972855
712,19,28,67.2222,0.603414
713,19,29,45.0,0.321601
714,19,30,99.0278,0.98933
715,19,31,99.0278,0.990278
716,19,32,89.8611,0.879311
717,19,33,94.3056,0.93572
718,19,34,77.5,0.706677
719,19,35,99.0278,0.987919
720,20,0,69.1667,0.619179
721,20,1,94.3056,0.93572
722,20,2,89.8611,0.879311
723,20,3,89.8611,0.879311
724,20,4,89.8611,0.879311
725,20,5,89.8611,0.879311
726,20,6,89.8611,0.879311
727,20,7,89.8611,0.879311
728,20,8,89.8611,0.879311
