id,row,col,building_type,norm,alive_percent,critical_percent,permanently_dead,resilience
941,26,5,residential,1.0,43.0556,0.0,True,0.417666
942,26,6,residential,1.0,39.5833,0.0,True,0.381629
943,26,7,residential,1.0,25.8333,1.6667,True,0.221376
944,26,8,residential,1.0,25.6944,0.0,True,0.245377
945,26,9,residential,1.0,25.2778,0.0,True,0.235769
946,26,10,residential,1.0,20.6944,2.3611,True,0.150083
947,26,11,residential,1.0,19.7222,0.2778,True,0.165708
948,26,12,residential,1.0,21.3889,0.2778,True,0.174709
949,26,13,residential,1.0,32.7778,0.0,True,0.315192
950,26,14,residential,1.0,24.8611,0.0,True,0.23211
951,26,15,residential,1.0,20.6944,0.1389,True,0.182404
952,26,16,residential,1.0,19.8611,0.4167,True,0.143772
953,26,17,residential,1.0,20.5556,1.1111,True,0.1744
954,26,18,residential,1.0,20.9722,0.0,True,0.19761
955,26,19,residential,1.0,20.9722,0.0,True,0.201562
956,26,20,residential,1.0,21.6667,1.5278,True,0.172742
957,26,21,residential,1.0,21.5278,0.0,True,0.210006
958,26,22,residential,1.0,21.25,1.6667,True,0.167202
959,26,23,residential,1.0,19.4444,1.9444,True,0.119426
960,26,24,residential,1.0,19.4444,0.0,True,0.179125
961,26,25,residential,1.0,19.4444,0.4167,True,0.152104
962,26,26,residential,1.0,19.5833,0.2778,True,0.155186
963,26,27,residential,1.0,19.4444,1.9444,True,0.130941
964,26,28,residential,1.0,19.4444,1.9444,True,0.114212
965,26,29,residential,1.0,19.4444,0.6944,True,0.154701
966,26,30,residential,1.0,19.4444,1.9444,True,0.102978
967,26,31,residential,1.0,19.7222,2.0833,True,0.115031
968,26,32,residential,1.0,21.3889,0.4167,True,0.178117
969,26,33,residential,1.0,20.6944,0.1389,True,0.199202
970,26,34,residential,1.0,20.5556,0.1389,True,0.166151
971,26,35,residential,1.0,20.6944,2.0833,True,0.1347
972,27,0,residential,1.0,23.8889,0.2778,True,0.213643
973,27,1,residential,1.0,20.2778,0.1389,True,0.157428
974,27,2,residential,1.0,27.0833,0.1389,True,0.255689
975,27,3,residential,1.0,31.3889,0.0,True,0.303642
976,27,4,residential,1.0,42.7778,0.0,True,0.406376
977,27,5,residential,1.0,42.7778,0.0,True,0.419809
978,27,6,residential,1.0,42.3611,0.0,True,0.407197
979,27,7,residential,1.0,34.3056,0.2778,True,0.325608
980,27,8,residential,1.0,25.4167,0.6944,True,0.221201
981,27,9,residential,1.0,20.6944,0.8333,True,0.151453
982,27,10,residential,1.0,19.4444,0.4167,True,0.131509
983,27,11,residential,1.0,20.0,0.2778,True,0.168801
984,27,12,residential,1.0,19.8611,0.5556,True,0.140502
985,27,13,residential,1.0,21.3889,0.0,True,0.195955
986,27,14,residential,1.0,20.4167,0.2778,True,0.163074
987,27,15,residential,1.0,21.5278,0.4167,True,0.171929
988,27,16,residential,1.0,20.5556,0.1389,True,0.193001
989,27,17,residential,1.0,20.2778,0.0,True,0.192797
990,27,18,residential,1.0,20.5556,0.2778,True,0.161045
991,27,19,residential,1.0,20.1389,1.9444,True,0.134499
992,27,20,residential,1.0,19.4444,1.9444,True,0.106813
993,27,21,residential,1.0,21.3889,0.2778,True,0.184242
994,27,22,residential,1.0,19.4444,1.9444,True,0.112358
995,27,23,residential,1.0,19.4444,0.2778,True,0.14933
996,27,24,residential,1.0,19.4444,1.9444,True,0.12117
997,27,25,residential,1.0,19.4444,0.2778,True,0.153746
998,27,26,residential,1.0,19.5833,1.9444,True,0.132424
999,27,27,residential,1.0,19.5833,1.9444,True,0.127357
1000,27,28,residential,1.0,19.4444,0.4167,True,0.141
1001,27,29,residential,1.0,19.4444,1.9444,True,0.12655
1002,27,30,residential,1.0,19.7222,2.0833,True,0.134606
1003,27,31,residential,1.0,21.3889,0.2778,True,0.181007
1004,27,32,residential,1.0,21.6667,1.9444,True,0.180808
1005,27,33,residential,1.0,21.5278,0.1389,True,0.201421
1006,27,34,residential,1.0,21.5278,0.2778,True,0.204201
1007,27,35,residential,1.0,24.1667,1.9444,True,0.203171
1008,28,0,residential,1.0,24.1667,0.0,True,0.23395
1009,28,1,residential,1.0,23.8889,0.1389,True,0.217692
1010,28,2,residential,1.0,19.4444,0.9722,True,0.134289
1011,28,3,residential,1.0,27.3611,0.6944,True,0.244637
1012,28,4,residential,1.0,31.6667,0.4167,True,0.292696
1013,28,5,residential,1.0,42.3611,0.0,True,0.409883
1014,28,6,residential,1.0,34.3056,0.2778,True,0.332433
1015,28,7,residential,1.0,25.8333,0.0,True,0.24276
1016,28,8,residential,1.0,22.9167,1.8056,True,0.188019
1017,28,9,residential,1.0,19.4444,0.4167,True,0.127068
1018,28,10,residential,1.0,20.0,0.4167,True,0.13647
1019,28,11,residential,1.0,20.1389,0.0,True,0.191445
1020,28,12,residential,1.0,20.0,0.4167,True,0.136526
1021,28,13,residential,1.0,20.0,0.2778,True,0.14683
1022,28,14,residential,1.0,21.6667,0.0,True,0.202976
1023,28,15,residential,1.0,22.0833,0.1389,True,0.210699
1024,28,16,residential,1.0,21.8056,0.0,True,0.204537
1025,28,17,residential,1.0,20.2778,0.4167,True,0.153735
1026,28,18,residential,1.0,19.4444,0.4167,True,0.113633
1027,28,19,residential,1.0,19.4444,1.9444,True,0.093655
1028,28,20,residential,1.0,20.4167,2.0833,True,0.14612
1029,28,21,residential,1.0,20.5556,0.6944,True,0.170223
1030,28,22,residential,1.0,20.5556,0.6944,True,0.170885
1031,28,23,residential,1.0,19.4444,1.9444,True,0.115683
1032,28,24,residential,1.0,19.4444,1.9444,True,0.103471
1033,28,25,residential,1.0,20.2778,1.9444,True,0.15048
1034,28,26,residential,1.0,19.7222,0.1389,True,0.1659
1035,28,27,residential,1.0,19.5833,0.2778,True,0.157441
1036,28,28,residential,1.0,19.4444,1.9444,True,0.114551
1037,28,29,residential,1.0,20.1389,2.0833,True,0.136563
1038,28,30,residential,1.0,19.7222,1.9444,True,0.122556
1039,28,31,residential,1.0,21.8056,1.3889,True,0.182604
1040,28,32,residential,1.0,21.3889,0.1389,True,0.200592
1041,28,33,residential,1.0,20.6944,2.0833,True,0.165592
1042,28,34,residential,1.0,24.1667,0.0,True,0.229609
1043,28,35,residential,1.0,24.5833,0.0,True,0.230701
1044,29,0,residential,1.0,27.3611,0.4167,True,0.246849
1045,29,1,residential,1.0,22.3611,1.5278,True,0.187597
1046,29,2,residential,1.0,24.8611,1.8056,True,0.211789
1047,29,3,residential,1.0,34.3056,0.1389,True,0.325701
1048,29,4,residential,1.0,36.5278,0.0,True,0.351988
1049,29,5,residential,1.0,30.6944,0.1389,True,0.297555
1050,29,6,residential,1.0,20.6944,1.9444,True,0.164148
1051,29,7,residential,1.0,22.9167,1.6667,True,0.190171
1052,29,8,residential,1.0,20.5556,0.2778,True,0.158654
1053,29,9,residential,1.0,20.6944,0.2778,True,0.179689
1054,29,10,residential,1.0,19.4444,0.4167,True,0.123059
1055,29,11,residential,1.0,20.0,0.4167,True,0.142929
1056,29,12,residential,1.0,19.5833,0.4167,True,0.121957
1057,29,13,residential,1.0,20.2778,0.2778,True,0.152832
1058,29,14,residential,1.0,27.2222,0.4167,True,0.244535
1059,29,15,residential,1.0,33.0556,0.0,True,0.31751
1060,29,16,residential,1.0,20.8333,0.2778,True,0.171167
1061,29,17,residential,1.0,19.4444,0.2778,True,0.127898
1062,29,18,residential,1.0,19.4444,1.9444,True,0.099929
1063,29,19,residential,1.0,19.4444,1.9444,True,0.098497
1064,29,20,residential,1.0,19.4444,0.2778,True,0.155423
1065,29,21,residential,1.0,20.5556,1.25,True,0.170094
1066,29,22,residential,1.0,20.2778,0.2778,True,0.170945
1067,29,23,residential,1.0,20.4167,0.4167,True,0.162649
1068,29,24,residential,1.0,20.2778,0.2778,True,0.165387
1069,29,25,residential,1.0,20.4167,0.0,True,0.177418
1070,29,26,residential,1.0,20.2778,0.2778,True,0.166684
1071,29,27,residential,1.0,19.4444,1.9444,True,0.118329
1072,29,28,residential,1.0,20.1389,0.1389,True,0.182449
1073,29,29,residential,1.0,20.1389,0.0,True,0.195616
1074,29,30,residential,1.0,21.8056,0.0,True,0.205772
1075,29,31,residential,1.0,21.8056,0.0,True,0.212432
1076,29,32,residential,1.0,21.8056,0.0,True,0.196206
1077,29,33,residential,1.0,19.5833,0.2778,True,0.163916
1078,29,34,residential,1.0,20.5556,0.1389,True,0.163192
1079,29,35,residential,1.0,24.1667,0.0,True,0.231508
1080,30,0,residential,1.0,27.7778,0.0,True,0.269573
1081,30,1,residential,1.0,27.3611,0.1389,True,0.259391
1082,30,2,residential,1.0,33.8889,0.0,True,0.324825
1083,30,3,residential,1.0,36.6667,0.0,True,0.358137
1084,30,4,residential,1.0,37.2222,0.0,True,0.359845
1085,30,5,residential,1.0,36.5278,0.0,True,0.352685
1086,30,6,residential,1.0,20.9722,2.2222,True,0.167944
1087,30,7,residential,1.0,28.6111,0.0,True,0.275318
1088,30,8,residential,1.0,23.8889,0.0,True,0.225122
1089,30,9,residential,1.0,28.0556,0.0,True,0.265148
1090,30,10,residential,1.0,20.6944,0.5556,True,0.166316
1091,30,11,residential,1.0,19.4444,0.0,True,0.184955
1092,30,12,residential,1.0,20.2778,0.2778,True,0.160777
1093,30,13,residential,1.0,39.0278,0.1389,True,0.378368
1094,30,14,residential,1.0,34.4444,0.0,True,0.331861
1095,30,15,residential,1.0,33.6111,0.0,True,0.326168
1096,30,16,residential,1.0,33.0556,0.0,True,0.31751
1097,30,17,residential,1.0,20.1389,0.0,True,0.188665
1098,30,18,residential,1.0,19.4444,1.9444,True,0.105993
1099,30,19,residential,1.0,19.4444,1.9444,True,0.094023
1100,30,20,residential,1.0,19.4444,0.2778,True,0.150398
1101,30,21,residential,1.0,19.4444,1.9444,True,0.124747
1102,30,22,residential,1.0,21.25,0.2778,True,0.181385
1103,30,23,residential,1.0,20.2778,0.4167,True,0.167819
1104,30,24,residential,1.0,20.1389,0.4167,True,0.159041
1105,30,25,residential,1.0,20.2778,0.4167,True,0.165036
1106,30,26,residential,1.0,20.5556,0.4167,True,0.16692
1107,30,27,residential,1.0,19.4444,1.9444,True,0.106953
1108,30,28,residential,1.0,19.4444,1.9444,True,0.106429
1109,30,29,residential,1.0,20.2778,1.9444,True,0.158131
1110,30,30,residential,1.0,19.7222,0.1389,True,0.141477
1111,30,31,residential,1.0,23.0556,0.4167,True,0.199861
1112,30,32,residential,1.0,19.5833,0.2778,True,0.156508
1113,30,33,residential,1.0,25.8333,0.2778,True,0.244933
1114,30,34,residential,1.0,22.9167,1.25,True,0.194213
1115,30,35,residential,1.0,22.3611,0.4167,True,0.195885
1116,31,0,residential,1.0,27.3611,0.1389,True,0.250359
1117,31,1,residential,1.0,20.6944,2.0833,True,0.161921
1118,31,2,residential,1.0,24.3056,0.1389,True,0.231015
1119,31,3,residential,1.0,34.0278,0.0,True,0.331228
1120,31,4,residential,1.0,36.5278,0.0,True,0.351738
1121,31,5,residential,1.0,28.75,0.4167,True,0.259515
1122,31,6,residential,1.0,32.9167,0.0,True,0.313832
1123,31,7,residential,1.0,37.0833,0.1389,True,0.354979
1124,31,8,residential,1.0,28.8889,0.2778,True,0.266073
1125,31,9,residential,1.0,29.1667,0.0,True,0.283371
1126,31,10,residential,1.0,28.0556,0.0,True,0.265217
1127,31,11,residential,1.0,19.8611,0.4167,True,0.153201
1128,31,12,residential,1.0,39.0278,0.1389,True,0.376092
1129,31,13,residential,1.0,40.6944,0.0,True,0.397751
1130,31,14,residential,1.0,39.0278,0.1389,True,0.376076
1131,31,15,residential,1.0,34.4444,0.0,True,0.331861
1132,31,16,residential,1.0,20.1389,0.2778,True,0.153339
1133,31,17,residential,1.0,19.4444,1.9444,True,0.110153
1134,31,18,residential,1.0,19.4444,1.9444,True,0.088944
1135,31,19,residential,1.0,19.4444,0.2778,True,0.14933
1136,31,20,residential,1.0,19.4444,1.9444,True,0.121455
1137,31,21,residential,1.0,22.0833,0.0,True,0.208649
1138,31,22,residential,1.0,21.25,0.0,True,0.206861
1139,31,23,residential,1.0,21.25,0.4167,True,0.17501
1140,31,24,residential,1.0,19.5833,2.0833,True,0.122034
1141,31,25,residential,1.0,20.5556,0.4167,True,0.167896
1142,31,26,residential,1.0,20.6944,0.0,True,0.179916
1143,31,27,residential,1.0,20.5556,0.4167,True,0.168128
1144,31,28,residential,1.0,20.1389,2.0833,True,0.141577
1145,31,29,residential,1.0,20.2778,0.0,True,0.197462
1146,31,30,residential,1.0,23.0556,0.0,True,0.216589
1147,31,31,residential,1.0,23.1944,0.0,True,0.223688
1148,31,32,residential,1.0,25.8333,0.4167,True,0.232767
1149,31,33,residential,1.0,26.5278,0.0,True,0.25186
1150,31,34,residential,1.0,29.4444,0.0,True,0.282757
1151,31,35,residential,1.0,26.25,0.4167,True,0.232889
1152,32,0,residential,1.0,20.2778,0.4167,True,0.166221
1153,32,1,residential,1.0,19.4444,0.2778,True,0.157607
1154,32,2,residential,1.0,20.0,0.1389,True,0.156248
1155,32,3,residential,1.0,20.5556,1.9444,True,0.161036
1156,32,4,residential,1.0,28.75,0.1389,True,0.265893
1157,32,5,residential,1.0,32.0833,0.0,True,0.299513
1158,32,6,residential,1.0,37.0833,0.1389,True,0.357587
1159,32,7,residential,1.0,37.3611,0.0,True,0.360217
1160,32,8,residential,1.0,37.0833,0.1389,True,0.351741
1161,32,9,residential,1.0,29.4444,0.0,True,0.282442
1162,32,10,residential,1.0,27.5,0.0,True,0.262652
1163,32,11,residential,1.0,21.3889,0.1389,True,0.180211
1164,32,12,residential,1.0,35.6944,0.0,True,0.339222
1165,32,13,residential,1.0,40.4167,0.1389,True,0.390554
1166,32,14,residential,1.0,37.0833,0.0,True,0.355197
1167,32,15,residential,1.0,20.6944,0.4167,True,0.160267
1168,32,16,residential,1.0,19.4444,1.9444,True,0.107075
1169,32,17,residential,1.0,19.4444,1.9444,True,0.083387
1170,32,18,residential,1.0,19.4444,1.9444,True,0.083387
1171,32,19,residential,1.0,19.4444,1.9444,True,0.110413
1172,32,20,residential,1.0,22.0833,0.2778,True,0.188237
1173,32,21,residential,1.0,22.0833,0.0,True,0.207895
1174,32,22,residential,1.0,22.0833,0.4167,True,0.188167
1175,32,23,residential,1.0,19.5833,0.4167,True,0.146419
1176,32,24,residential,1.0,19.5833,1.9444,True,0.12502
1177,32,25,residential,1.0,19.5833,0.6944,True,0.15907
1178,32,26,residential,1.0,20.5556,2.0833,True,0.155503
1179,32,27,residential,1.0,19.7222,0.0,True,0.1797
1180,32,28,residential,1.0,19.8611,2.0833,True,0.137701
1181,32,29,residential,1.0,22.2222,0.1389,True,0.194819
1182,32,30,residential,1.0,19.7222,1.9444,True,0.14107
1183,32,31,residential,1.0,23.0556,0.0,True,0.215674
1184,32,32,residential,1.0,19.7222,1.9444,True,0.138386
1185,32,33,residential,1.0,29.4444,0.0,True,0.281946
1186,32,34,residential,1.0,30.1389,0.0,True,0.288009
1187,32,35,residential,1.0,29.8611,0.0,True,0.282465
1188,33,0,residential,1.0,19.5833,0.2778,True,0.150809
1189,33,1,residential,1.0,20.0,0.0,True,0.188734
1190,33,2,residential,1.0,20.8333,0.0,True,0.197643
1191,33,3,residential,1.0,20.9722,1.25,True,0.177826
1192,33,4,residential,1.0,20.8333,0.0,True,0.199215
1193,33,5,residential,1.0,20.8333,0.1389,True,0.172832
1194,33,6,residential,1.0,32.7778,0.0,True,0.310586
1195,33,7,residential,1.0,37.0833,0.1389,True,0.356754
1196,33,8,residential,1.0,30.4167,0.0,True,0.288747
1197,33,9,residential,1.0,27.5,0.2778,True,0.24905
1198,33,10,residential,1.0,24.8611,0.6944,True,0.221818
1199,33,11,residential,1.0,24.0278,0.0,True,0.223684
1200,33,12,residential,1.0,25.1389,0.4167,True,0.222773
1201,33,13,residential,1.0,35.6944,0.0,True,0.341001
1202,33,14,residential,1.0,24.5833,1.3889,True,0.212715
1203,33,15,residential,1.0,19.4444,0.2778,True,0.154743
1204,33,16,residential,1.0,19.8611,0.2778,True,0.15933
1205,33,17,residential,1.0,19.4444,1.9444,True,0.098939
1206,33,18,residential,1.0,19.4444,1.9444,True,0.10125
1207,33,19,residential,1.0,20.5556,0.0,True,0.176153
1208,33,20,residential,1.0,21.25,0.2778,True,0.180296
1209,33,21,residential,1.0,22.2222,0.0,True,0.204049
1210,33,22,residential,1.0,20.0,1.9444,True,0.143262
1211,33,23,residential,1.0,20.6944,0.4167,True,0.171139
1212,33,24,residential,1.0,20.9722,0.0,True,0.179382
1213,33,25,residential,1.0,19.5833,1.9444,True,0.135271
1214,33,26,residential,1.0,19.4444,1.9444,True,0.106182
1215,33,27,residential,1.0,19.8611,0.2778,True,0.166308
1216,33,28,residential,1.0,22.2222,0.2778,True,0.195075
1217,33,29,residential,1.0,22.3611,0.0,True,0.213778
1218,33,30,residential,1.0,22.2222,0.4167,True,0.192638
1219,33,31,residential,1.0,20.5556,0.2778,True,0.173354
1220,33,32,residential,1.0,19.4444,1.6667,True,0.117605
1221,33,33,residential,1.0,19.7222,0.1389,True,0.146215
1222,33,34,residential,1.0,29.4444,0.0,True,0.282719
1223,33,35,residential,1.0,26.9444,0.8333,True,0.238326
1224,34,0,residential,1.0,24.5833,0.0,True,0.230365
1225,34,1,residential,1.0,20.8333,1.9444,True,0.16805
1226,34,2,residential,1.0,22.2222,0.0,True,0.213648
1227,34,3,residential,1.0,21.5278,0.0,True,0.200123
1228,34,4,residential,1.0,21.25,0.0,True,0.202119
1229,34,5,residential,1.0,20.5556,1.25,True,0.167202
1230,34,6,residential,1.0,21.5278,0.1389,True,0.177803
1231,34,7,residential,1.0,30.1389,0.0,True,0.287216
1232,34,8,residential,1.0,21.1111,0.2778,True,0.160667
1233,34,9,residential,1.0,23.75,1.6667,True,0.198193
1234,34,10,residential,1.0,26.1111,0.1389,True,0.243021
1235,34,11,residential,1.0,23.4722,1.5278,True,0.197071
1236,34,12,residential,1.0,21.9444,2.2222,True,0.173091
1237,34,13,residential,1.0,24.8611,0.1389,True,0.226541
1238,34,14,residential,1.0,20.5556,1.9444,True,0.154048
1239,34,15,residential,1.0,19.8611,1.9444,True,0.141372
1240,34,16,residential,1.0,19.8611,0.6944,True,0.162751
1241,34,17,residential,1.0,19.8611,0.2778,True,0.159892
1242,34,18,residential,1.0,19.4444,1.9444,True,0.110568
1243,34,19,residential,1.0,21.3889,1.8056,True,0.172496
1244,34,20,residential,1.0,27.9167,0.2778,True,0.250842
1245,34,21,residential,1.0,28.4722,0.4167,True,0.255299
1246,34,22,residential,1.0,27.6389,0.2778,True,0.25045
1247,34,23,residential,1.0,28.0556,0.2778,True,0.250705
1248,34,24,residential,1.0,24.7222,0.4167,True,0.215055
1249,34,25,residential,1.0,20.9722,0.2778,True,0.171336
1250,34,26,residential,1.0,19.4444,1.9444,True,0.101977
1251,34,27,residential,1.0,19.4444,2.6389,True,0.077969
1252,34,28,residential,1.0,19.7222,0.1389,True,0.168572
1253,34,29,residential,1.0,22.2222,0.1389,True,0.21028
1254,34,30,residential,1.0,21.3889,1.3889,True,0.174584
1255,34,31,residential,1.0,27.6389,0.5556,True,0.247263
1256,34,32,residential,1.0,25.5556,0.4167,True,0.226083
1257,34,33,residential,1.0,20.5556,0.0,True,0.184049
1258,34,34,residential,1.0,21.1111,0.1389,True,0.170262
1259,34,35,residential,1.0,23.8889,0.0,True,0.231368
1260,35,0,residential,1.0,24.7222,0.0,True,0.231985
1261,35,1,residential,1.0,24.5833,0.1389,True,0.217307
1262,35,2,residential,1.0,22.0833,0.0,True,0.211135
1263,35,3,residential,1.0,21.8056,0.5556,True,0.189453
1264,35,4,residential,1.0,20.5556,0.2778,True,0.164067
1265,35,5,residential,1.0,21.5278,0.0,True,0.205029
1266,35,6,residential,1.0,24.8611,0.0,True,0.237878
1267,35,7,residential,1.0,25.2778,0.0,True,0.242982
1268,35,8,residential,1.0,24.7222,1.9444,True,0.204713
1269,35,9,residential,1.0,26.3889,0.2778,True,0.239745
1270,35,10,residential,1.0,26.3889,0.0,True,0.255304
1271,35,11,residential,1.0,25.5556,0.6944,True,0.223213
1272,35,12,residential,1.0,21.5278,0.1389,True,0.172018
1273,35,13,residential,1.0,21.8056,0.0,True,0.209733
1274,35,14,residential,1.0,21.6667,0.0,True,0.205841
1275,35,15,residential,1.0,20.5556,0.2778,True,0.162735
1276,35,16,residential,1.0,19.8611,1.9444,True,0.141775
1277,35,17,residential,1.0,19.4444,0.4167,True,0.123844
1278,35,18,residential,1.0,20.9722,0.5556,True,0.168686
1279,35,19,residential,1.0,27.9167,0.0,True,0.26423
1280,35,20,residential,1.0,28.6111,0.1389,True,0.274621
1281,35,21,residential,1.0,28.8889,0.0,True,0.282324
1282,35,22,residential,1.0,28.8889,0.1389,True,0.274753
1283,35,23,residential,1.0,28.3333,0.0,True,0.27498
1284,35,24,residential,1.0,28.0556,0.0,True,0.263713
1285,35,25,residential,1.0,24.7222,1.9444,True,0.205965
1286,35,26,residential,1.0,19.5833,0.5556,True,0.133966
1287,35,27,residential,1.0,19.5833,2.0833,True,0.120629
1288,35,28,residential,1.0,19.5833,0.0,True,0.186344
1289,35,29,residential,1.0,20.5556,1.9444,True,0.156444
1290,35,30,residential,1.0,27.6389,0.2778,True,0.26215
1291,35,31,residential,1.0,27.9167,0.0,True,0.270661
1292,35,32,residential,1.0,27.7778,0.2778,True,0.257857
1293,35,33,residential,1.0,25.6944,0.1389,True,0.244884
1294,35,34,residential,1.0,20.6944,1.9444,True,0.161905
1295,35,35,residential,1.0,21.5278,0.1389,True,0.20592
